Country,Year,Food Types, Total Waste in Tons , Food Economic Loss (Million $) , Avg Waste per Capita (Kg) , Country Population (Million) (Not Accurate) , Household Waste (%) ,Cluster
France,2024,Dairy Products,46191.0,42205.0,88.0," 1,012 ",58.0,1
Indonesia,2022,Beverages,39180.0,41904.0,21.0, 854 ,56.0,1
Russia,2024,Grains & Cereals,26250.0,25541.0,116.0, 537 ,42.0,1
Italy,2018,Meat & Seafood,14971.0,14852.0,41.0, 471 ,52.0,0
Italy,2023,Bakery Items,30734.0,33770.0,121.0," 1,190 ",62.0,1
Indonesia,2020,Frozen Food,12873.0,14389.0,52.0, 483 ,32.0,0
Canada,2024,Meat & Seafood,4882.0,4314.0,180.0," 1,137 ",43.0,0
Mexico,2022,Frozen Food,10530.0,9173.0,137.0, 512 ,56.0,0
India,2019,Frozen Food,41436.0,47061.0,60.0, 656 ,65.0,1
China,2023,Beverages,48055.0,55114.0,188.0, 500 ,63.0,1
Italy,2019,Prepared Food,30534.0,35860.0,84.0, 524 ,36.0,1
China,2020,Frozen Food,23132.0,22897.0,74.0, 546 ,66.0,0
China,2023,Meat & Seafood,8891.0,9996.0,151.0, 523 ,59.0,0
South Korea,2021,Fruits & Vegetables,24189.0,24435.0,144.0, 303 ,38.0,0
India,2018,Dairy Products,16990.0,17413.0,86.0, 645 ,70.0,0
UK,2024,Bakery Items,6558.0,5615.0,58.0," 1,050 ",57.0,0
Italy,2023,Dairy Products,37860.0,41876.0,28.0, 631 ,65.0,1
Mexico,2022,Dairy Products,2836.0,2322.0,65.0," 1,091 ",40.0,0
Germany,2021,Meat & Seafood,40465.0,36708.0,175.0," 1,317 ",70.0,1
Germany,2021,Frozen Food,45273.0,41425.0,140.0," 1,230 ",62.0,1
Brazil,2019,Fruits & Vegetables,12175.0,12256.0,117.0, 461 ,69.0,0
France,2020,Prepared Food,44669.0,48459.0,79.0, 27 ,55.0,1
Canada,2023,Grains & Cereals,15877.0,17234.0,85.0, 46 ,34.0,0
USA,2024,Frozen Food,6576.0,6249.0,118.0, 636 ,63.0,0
Russia,2023,Beverages,28517.0,26477.0,110.0," 1,151 ",43.0,1
South Korea,2024,Beverages,2971.0,3031.0,39.0, 352 ,45.0,0
Brazil,2020,Prepared Food,40148.0,33276.0,152.0, 857 ,61.0,1
South Africa,2023,Beverages,24558.0,28500.0,140.0, 576 ,59.0,1
Spain,2020,Fruits & Vegetables,1089.0,1084.0,79.0, 413 ,47.0,0
South Africa,2024,Prepared Food,13227.0,14727.0,180.0, 17 ,42.0,0
China,2023,Meat & Seafood,19338.0,20366.0,190.0, 425 ,32.0,0
China,2021,Meat & Seafood,4036.0,3560.0,88.0, 279 ,69.0,0
Russia,2023,Grains & Cereals,1207.0,1390.0,129.0," 1,061 ",67.0,0
Italy,2020,Grains & Cereals,23225.0,26503.0,52.0, 494 ,46.0,0
Italy,2024,Fruits & Vegetables,2475.0,2663.0,91.0," 1,382 ",58.0,0
USA,2019,Dairy Products,40559.0,44726.0,179.0, 565 ,31.0,1
Russia,2023,Meat & Seafood,4619.0,5138.0,70.0, 280 ,53.0,0
India,2023,Beverages,1634.0,1961.0,72.0, 23 ,55.0,0
France,2023,Beverages,45126.0,49358.0,156.0," 1,162 ",34.0,1
Spain,2021,Meat & Seafood,45374.0,46144.0,182.0," 1,200 ",65.0,1
Argentina,2020,Beverages,48449.0,47673.0,137.0, 331 ,52.0,1
Spain,2024,Prepared Food,1732.0,1611.0,195.0, 685 ,67.0,0
Indonesia,2024,Dairy Products,18683.0,16863.0,70.0," 1,362 ",67.0,0
Germany,2021,Dairy Products,13764.0,13534.0,160.0," 1,279 ",60.0,0
Turkey,2021,Fruits & Vegetables,21212.0,22934.0,24.0, 463 ,52.0,0
Spain,2021,Meat & Seafood,34560.0,30646.0,161.0, 745 ,41.0,1
France,2020,Dairy Products,6103.0,5286.0,105.0, 999 ,44.0,0
France,2021,Grains & Cereals,3738.0,4131.0,150.0, 199 ,35.0,0
UK,2024,Bakery Items,46857.0,53114.0,114.0, 519 ,37.0,1
China,2023,Prepared Food,4612.0,4929.0,41.0, 54 ,58.0,0
Turkey,2020,Beverages,43481.0,38449.0,165.0, 734 ,39.0,1
Turkey,2020,Bakery Items,42835.0,34838.0,93.0, 235 ,44.0,1
Indonesia,2023,Prepared Food,49817.0,41240.0,135.0," 1,382 ",68.0,1
Turkey,2024,Prepared Food,11405.0,11205.0,76.0, 326 ,35.0,0
Canada,2021,Grains & Cereals,46799.0,37623.0,131.0," 1,307 ",42.0,1
Mexico,2021,Prepared Food,20642.0,21084.0,76.0," 1,293 ",61.0,0
South Africa,2018,Dairy Products,47627.0,42337.0,93.0, 132 ,61.0,1
South Africa,2021,Grains & Cereals,47689.0,56243.0,168.0, 428 ,48.0,1
South Korea,2023,Prepared Food,1499.0,1441.0,180.0, 79 ,63.0,0
Argentina,2018,Prepared Food,1659.0,1792.0,39.0, 561 ,49.0,0
Saudi Arabia,2020,Meat & Seafood,28148.0,30663.0,168.0, 962 ,69.0,1
France,2024,Fruits & Vegetables,24660.0,23759.0,63.0," 1,397 ",60.0,0
Spain,2021,Bakery Items,4299.0,3674.0,30.0," 1,201 ",38.0,0
Canada,2019,Fruits & Vegetables,17578.0,17978.0,92.0, 492 ,51.0,0
Indonesia,2022,Fruits & Vegetables,19354.0,20752.0,65.0," 1,050 ",36.0,0
South Africa,2021,Grains & Cereals,30790.0,29014.0,152.0," 1,212 ",49.0,1
France,2023,Bakery Items,13901.0,11300.0,64.0, 22 ,67.0,0
Japan,2020,Bakery Items,11072.0,12339.0,142.0, 52 ,43.0,0
Italy,2024,Beverages,7032.0,8297.0,196.0, 604 ,57.0,0
Italy,2024,Fruits & Vegetables,8066.0,9122.0,33.0, 292 ,65.0,0
Indonesia,2022,Frozen Food,43637.0,38891.0,79.0, 524 ,67.0,1
UK,2020,Frozen Food,41058.0,38421.0,64.0, 294 ,69.0,1
India,2018,Grains & Cereals,22078.0,20546.0,120.0, 836 ,66.0,0
Russia,2023,Fruits & Vegetables,28458.0,32053.0,112.0," 1,023 ",43.0,1
Saudi Arabia,2019,Grains & Cereals,41001.0,47408.0,61.0, 792 ,36.0,1
Japan,2024,Prepared Food,7236.0,5986.0,113.0, 42 ,37.0,0
South Africa,2019,Bakery Items,19679.0,23415.0,153.0, 771 ,68.0,0
Saudi Arabia,2024,Fruits & Vegetables,35483.0,33463.0,188.0, 803 ,32.0,1
South Africa,2024,Bakery Items,34796.0,36643.0,91.0, 922 ,67.0,1
Mexico,2021,Fruits & Vegetables,41413.0,46445.0,192.0, 25 ,34.0,1
South Korea,2018,Bakery Items,29214.0,30962.0,119.0, 26 ,32.0,1
Australia,2023,Fruits & Vegetables,13011.0,13474.0,187.0, 467 ,53.0,0
Australia,2021,Grains & Cereals,4140.0,3742.0,170.0," 1,050 ",35.0,0
South Korea,2024,Dairy Products,17681.0,18550.0,141.0, 403 ,47.0,0
France,2022,Fruits & Vegetables,46669.0,47669.0,109.0, 647 ,52.0,1
USA,2022,Frozen Food,35233.0,40283.0,104.0, 682 ,44.0,1
China,2023,Meat & Seafood,32497.0,33167.0,156.0, 99 ,45.0,1
China,2020,Meat & Seafood,40408.0,46888.0,189.0, 654 ,37.0,1
Russia,2023,Meat & Seafood,22246.0,24545.0,153.0," 1,031 ",33.0,0
Spain,2022,Dairy Products,34661.0,41176.0,199.0, 729 ,54.0,1
Turkey,2023,Beverages,4747.0,5288.0,117.0, 265 ,60.0,0
India,2021,Beverages,34124.0,35563.0,124.0, 546 ,57.0,1
USA,2021,Dairy Products,26651.0,22800.0,195.0," 1,370 ",68.0,0
Argentina,2018,Grains & Cereals,35830.0,33510.0,126.0, 442 ,53.0,1
Italy,2020,Frozen Food,43605.0,41062.0,119.0, 221 ,58.0,1
Spain,2019,Beverages,28427.0,25882.0,167.0, 171 ,54.0,1
Italy,2022,Dairy Products,23421.0,24932.0,158.0, 561 ,67.0,0
Japan,2023,Meat & Seafood,27100.0,28240.0,156.0, 21 ,41.0,1
Saudi Arabia,2024,Bakery Items,39582.0,41931.0,104.0, 343 ,36.0,1
Brazil,2018,Fruits & Vegetables,26145.0,22132.0,171.0, 645 ,58.0,0
Brazil,2019,Grains & Cereals,17127.0,17098.0,41.0," 1,331 ",62.0,0
USA,2023,Frozen Food,41113.0,38944.0,126.0," 1,119 ",49.0,1
Australia,2023,Fruits & Vegetables,34772.0,39746.0,108.0, 531 ,53.0,1
Germany,2020,Beverages,30533.0,35225.0,102.0," 1,397 ",48.0,1
Brazil,2018,Bakery Items,33303.0,34775.0,97.0, 320 ,56.0,1
Saudi Arabia,2023,Grains & Cereals,44377.0,38366.0,127.0," 1,396 ",33.0,1
UK,2019,Bakery Items,19157.0,22447.0,27.0, 733 ,49.0,0
Turkey,2020,Meat & Seafood,19421.0,18181.0,165.0, 553 ,67.0,0
Japan,2024,Prepared Food,26997.0,22247.0,141.0, 195 ,64.0,0
Brazil,2021,Frozen Food,23230.0,24064.0,103.0, 14 ,43.0,0
China,2022,Bakery Items,11941.0,10014.0,157.0," 1,387 ",46.0,0
Saudi Arabia,2021,Meat & Seafood,36621.0,33045.0,51.0, 50 ,38.0,1
Russia,2020,Prepared Food,39905.0,42101.0,186.0, 137 ,61.0,1
Italy,2021,Frozen Food,18678.0,18778.0,67.0," 1,318 ",30.0,0
Canada,2020,Fruits & Vegetables,27775.0,27873.0,167.0," 1,286 ",48.0,1
Argentina,2023,Frozen Food,39575.0,33679.0,157.0, 820 ,58.0,1
South Korea,2024,Frozen Food,44477.0,51555.0,136.0, 635 ,48.0,1
Turkey,2021,Beverages,45532.0,53905.0,169.0, 408 ,42.0,1
Russia,2024,Prepared Food,19137.0,15632.0,36.0, 726 ,61.0,0
UK,2019,Beverages,39366.0,31791.0,163.0, 911 ,35.0,1
Argentina,2019,Fruits & Vegetables,42224.0,48288.0,29.0, 989 ,32.0,1
France,2018,Beverages,11748.0,11927.0,32.0, 429 ,35.0,0
Brazil,2022,Prepared Food,32542.0,31770.0,182.0, 959 ,66.0,1
Saudi Arabia,2024,Dairy Products,10346.0,8873.0,178.0, 174 ,47.0,0
Mexico,2024,Fruits & Vegetables,11663.0,9374.0,27.0," 1,133 ",47.0,0
China,2019,Prepared Food,36775.0,42989.0,35.0, 767 ,56.0,1
Russia,2023,Grains & Cereals,47755.0,43539.0,84.0, 725 ,58.0,1
Spain,2019,Prepared Food,49597.0,51504.0,54.0," 1,204 ",39.0,1
South Korea,2019,Prepared Food,9854.0,9752.0,122.0," 1,333 ",35.0,0
South Africa,2021,Frozen Food,32027.0,37171.0,66.0," 1,254 ",52.0,1
Saudi Arabia,2019,Dairy Products,42268.0,47259.0,23.0," 1,347 ",42.0,1
Japan,2018,Prepared Food,4432.0,4844.0,48.0, 980 ,61.0,0
Mexico,2024,Dairy Products,46335.0,44294.0,68.0, 879 ,67.0,1
Australia,2023,Fruits & Vegetables,32008.0,37945.0,97.0, 293 ,41.0,1
UK,2020,Grains & Cereals,12158.0,12654.0,88.0, 855 ,70.0,0
South Korea,2023,Beverages,26692.0,27030.0,35.0, 831 ,56.0,1
Brazil,2020,Dairy Products,25612.0,27251.0,195.0, 976 ,33.0,1
Saudi Arabia,2024,Beverages,38673.0,34473.0,191.0, 804 ,44.0,1
Japan,2022,Grains & Cereals,38902.0,41322.0,184.0, 155 ,55.0,1
Spain,2024,Dairy Products,21329.0,21674.0,56.0, 366 ,51.0,0
USA,2024,Bakery Items,37219.0,38058.0,186.0, 905 ,62.0,1
Spain,2018,Dairy Products,36731.0,31317.0,102.0," 1,100 ",60.0,1
South Korea,2023,Beverages,12318.0,10633.0,186.0, 993 ,42.0,0
Brazil,2020,Bakery Items,34788.0,36711.0,175.0," 1,260 ",58.0,1
Brazil,2019,Beverages,38638.0,37387.0,29.0, 797 ,45.0,1
France,2018,Prepared Food,23315.0,25409.0,151.0," 1,158 ",43.0,0
Turkey,2021,Fruits & Vegetables,42720.0,43858.0,180.0, 34 ,60.0,1
Brazil,2023,Fruits & Vegetables,19517.0,16728.0,119.0, 299 ,31.0,0
Australia,2019,Beverages,36675.0,33795.0,69.0, 190 ,41.0,1
France,2018,Bakery Items,33456.0,35751.0,112.0, 768 ,59.0,1
Brazil,2024,Grains & Cereals,39730.0,32152.0,100.0," 1,233 ",54.0,1
Brazil,2023,Frozen Food,28257.0,26236.0,77.0, 295 ,54.0,1
Japan,2018,Meat & Seafood,10570.0,9255.0,82.0," 1,311 ",35.0,0
Spain,2020,Prepared Food,7673.0,6152.0,144.0, 537 ,49.0,0
South Korea,2021,Prepared Food,8922.0,8814.0,100.0," 1,088 ",41.0,0
Germany,2018,Beverages,49822.0,47176.0,45.0, 903 ,37.0,1
Italy,2024,Fruits & Vegetables,40629.0,32673.0,122.0, 983 ,31.0,1
Canada,2021,Fruits & Vegetables,33384.0,30304.0,59.0," 1,246 ",37.0,1
Indonesia,2023,Bakery Items,32292.0,28110.0,128.0, 647 ,40.0,1
China,2018,Grains & Cereals,30411.0,25761.0,95.0, 548 ,64.0,1
Turkey,2022,Meat & Seafood,45621.0,44280.0,31.0, 766 ,69.0,1
South Africa,2023,Grains & Cereals,18519.0,19892.0,70.0, 801 ,56.0,0
UK,2020,Meat & Seafood,9274.0,9013.0,193.0," 1,072 ",56.0,0
Saudi Arabia,2020,Frozen Food,26718.0,26424.0,32.0, 946 ,50.0,1
Italy,2024,Fruits & Vegetables,11569.0,13469.0,138.0, 417 ,38.0,0
Russia,2020,Meat & Seafood,35478.0,32831.0,93.0, 793 ,49.0,1
Australia,2024,Beverages,47043.0,46315.0,171.0, 273 ,56.0,1
Canada,2024,Dairy Products,28579.0,30721.0,22.0," 1,289 ",44.0,1
France,2020,Dairy Products,34540.0,38088.0,147.0, 426 ,57.0,1
Italy,2024,Dairy Products,33143.0,27391.0,199.0," 1,230 ",64.0,1
Russia,2024,Meat & Seafood,3571.0,4051.0,198.0, 221 ,56.0,0
Canada,2023,Grains & Cereals,23410.0,20913.0,59.0," 1,351 ",58.0,0
Germany,2023,Dairy Products,32805.0,27653.0,187.0, 859 ,49.0,1
Australia,2019,Dairy Products,35160.0,41400.0,99.0, 28 ,52.0,1
Argentina,2022,Frozen Food,8595.0,9753.0,78.0, 719 ,68.0,0
Russia,2024,Dairy Products,22721.0,21947.0,80.0, 858 ,67.0,0
Italy,2023,Prepared Food,45865.0,47165.0,43.0, 194 ,50.0,1
South Korea,2018,Prepared Food,31016.0,28711.0,186.0," 1,147 ",33.0,1
Brazil,2024,Meat & Seafood,16538.0,18897.0,169.0, 867 ,63.0,0
Turkey,2023,Prepared Food,36370.0,42377.0,43.0, 513 ,57.0,1
Canada,2023,Fruits & Vegetables,3328.0,3896.0,104.0," 1,342 ",58.0,0
Australia,2021,Grains & Cereals,35841.0,37335.0,37.0, 89 ,57.0,1
UK,2018,Prepared Food,34933.0,31002.0,24.0, 235 ,70.0,1
Argentina,2019,Prepared Food,6211.0,5625.0,183.0," 1,389 ",53.0,0
South Korea,2021,Fruits & Vegetables,16554.0,18394.0,181.0," 1,319 ",48.0,0
Spain,2018,Bakery Items,17207.0,14672.0,56.0, 978 ,57.0,0
Brazil,2023,Dairy Products,41514.0,37914.0,58.0," 1,182 ",63.0,1
France,2020,Meat & Seafood,44973.0,37316.0,195.0, 908 ,37.0,1
Russia,2023,Bakery Items,44961.0,40280.0,57.0, 593 ,67.0,1
Italy,2020,Prepared Food,22334.0,23183.0,104.0, 489 ,42.0,0
USA,2020,Dairy Products,20517.0,22108.0,72.0, 855 ,51.0,0
Japan,2019,Prepared Food,49948.0,50638.0,108.0," 1,220 ",63.0,1
Indonesia,2019,Fruits & Vegetables,20320.0,16767.0,44.0, 240 ,54.0,0
Germany,2022,Prepared Food,5379.0,6107.0,49.0," 1,088 ",46.0,0
India,2018,Beverages,41580.0,41344.0,76.0," 1,068 ",54.0,1
South Korea,2018,Beverages,30245.0,35752.0,94.0, 797 ,32.0,1
Australia,2021,Grains & Cereals,38968.0,31654.0,99.0, 847 ,51.0,1
Indonesia,2022,Meat & Seafood,47786.0,54367.0,193.0, 46 ,68.0,1
Italy,2024,Bakery Items,17376.0,17601.0,92.0," 1,324 ",37.0,0
South Korea,2022,Frozen Food,44157.0,43403.0,35.0, 236 ,43.0,1
Argentina,2022,Grains & Cereals,23399.0,21432.0,151.0, 781 ,60.0,0
Italy,2023,Prepared Food,33814.0,37519.0,183.0, 283 ,41.0,1
Argentina,2020,Meat & Seafood,19641.0,21900.0,84.0," 1,268 ",52.0,0
China,2021,Prepared Food,28555.0,28238.0,192.0, 677 ,60.0,1
Turkey,2022,Grains & Cereals,29640.0,24538.0,52.0," 1,038 ",44.0,1
UK,2021,Fruits & Vegetables,14631.0,17408.0,62.0," 1,308 ",59.0,0
Canada,2018,Meat & Seafood,44804.0,36580.0,196.0, 265 ,36.0,1
Saudi Arabia,2022,Meat & Seafood,5153.0,5205.0,111.0," 1,056 ",36.0,0
Saudi Arabia,2019,Prepared Food,15340.0,13305.0,126.0, 945 ,62.0,0
USA,2018,Grains & Cereals,43798.0,37179.0,197.0, 646 ,60.0,1
Australia,2018,Beverages,15809.0,16731.0,130.0, 91 ,63.0,0
UK,2018,Prepared Food,28646.0,24792.0,57.0," 1,319 ",46.0,1
Italy,2021,Beverages,17499.0,15495.0,62.0, 978 ,43.0,0
UK,2024,Grains & Cereals,5528.0,6587.0,33.0," 1,194 ",62.0,0
Germany,2018,Prepared Food,36309.0,35569.0,42.0," 1,368 ",51.0,1
France,2018,Beverages,20556.0,20002.0,87.0, 447 ,38.0,0
Italy,2020,Beverages,25833.0,23028.0,55.0," 1,049 ",38.0,0
Indonesia,2019,Frozen Food,37880.0,37428.0,189.0," 1,323 ",67.0,1
Mexico,2023,Frozen Food,32920.0,39313.0,124.0, 380 ,52.0,1
China,2024,Prepared Food,30619.0,34282.0,22.0," 1,016 ",43.0,1
Russia,2023,Grains & Cereals,9845.0,9764.0,59.0, 876 ,46.0,0
India,2018,Dairy Products,579.0,645.0,192.0, 277 ,52.0,0
Indonesia,2024,Fruits & Vegetables,32845.0,35654.0,114.0, 763 ,65.0,1
Spain,2021,Dairy Products,30246.0,33556.0,102.0, 303 ,52.0,1
Brazil,2021,Meat & Seafood,33939.0,34885.0,62.0, 685 ,49.0,1
USA,2018,Bakery Items,25862.0,24105.0,68.0, 777 ,68.0,0
Mexico,2021,Grains & Cereals,47837.0,38345.0,23.0, 974 ,58.0,1
South Korea,2020,Fruits & Vegetables,3657.0,3674.0,25.0, 698 ,48.0,0
Italy,2019,Dairy Products,10879.0,11397.0,127.0, 982 ,37.0,0
Indonesia,2023,Fruits & Vegetables,1519.0,1442.0,54.0, 430 ,49.0,0
Indonesia,2020,Beverages,35577.0,38585.0,120.0, 427 ,49.0,1
Spain,2020,Prepared Food,8675.0,9671.0,177.0," 1,253 ",50.0,0
South Africa,2024,Bakery Items,40132.0,40786.0,79.0," 1,386 ",58.0,1
Canada,2023,Prepared Food,15800.0,15339.0,87.0, 887 ,35.0,0
Japan,2018,Bakery Items,40615.0,36729.0,149.0," 1,045 ",66.0,1
South Africa,2018,Bakery Items,33555.0,30227.0,126.0," 1,003 ",58.0,1
Italy,2021,Prepared Food,39581.0,35473.0,157.0, 180 ,64.0,1
Brazil,2020,Frozen Food,24164.0,21676.0,136.0, 708 ,31.0,0
South Africa,2023,Grains & Cereals,20766.0,22910.0,34.0, 974 ,40.0,0
South Africa,2023,Grains & Cereals,22756.0,19734.0,140.0, 965 ,35.0,0
Australia,2019,Meat & Seafood,2500.0,2890.0,70.0," 1,074 ",36.0,0
Germany,2018,Bakery Items,28693.0,26756.0,150.0, 475 ,65.0,1
Italy,2022,Meat & Seafood,12120.0,12122.0,77.0, 133 ,34.0,0
Australia,2018,Prepared Food,35063.0,29702.0,60.0, 822 ,67.0,1
Spain,2020,Prepared Food,17577.0,16452.0,99.0," 1,206 ",66.0,0
France,2021,Dairy Products,42884.0,43639.0,182.0," 1,361 ",58.0,1
Germany,2022,Grains & Cereals,32734.0,37934.0,31.0, 350 ,44.0,1
Brazil,2019,Fruits & Vegetables,23936.0,24759.0,199.0," 1,225 ",61.0,0
Argentina,2021,Fruits & Vegetables,30420.0,29458.0,116.0, 984 ,60.0,1
Russia,2018,Bakery Items,15652.0,14004.0,63.0, 864 ,55.0,0
UK,2023,Grains & Cereals,5718.0,5417.0,84.0," 1,335 ",70.0,0
Australia,2024,Frozen Food,26748.0,27087.0,67.0, 599 ,47.0,1
Argentina,2019,Dairy Products,11932.0,12004.0,180.0, 233 ,59.0,0
South Korea,2023,Beverages,37904.0,42959.0,162.0, 158 ,69.0,1
Indonesia,2023,Grains & Cereals,33312.0,35144.0,96.0," 1,035 ",41.0,1
South Korea,2020,Grains & Cereals,15713.0,14496.0,135.0, 773 ,69.0,0
China,2021,Meat & Seafood,3249.0,3508.0,55.0, 333 ,36.0,0
Germany,2023,Prepared Food,35052.0,30279.0,117.0, 37 ,34.0,1
Japan,2021,Beverages,40112.0,40024.0,56.0," 1,152 ",54.0,1
South Korea,2021,Fruits & Vegetables,3296.0,3664.0,42.0, 806 ,59.0,0
South Africa,2019,Grains & Cereals,12944.0,14989.0,41.0, 647 ,34.0,0
India,2018,Bakery Items,44915.0,39770.0,44.0, 816 ,50.0,1
South Africa,2024,Grains & Cereals,1108.0,1306.0,120.0, 282 ,54.0,0
China,2021,Fruits & Vegetables,17159.0,16539.0,131.0," 1,049 ",54.0,0
Turkey,2020,Grains & Cereals,7645.0,6542.0,97.0, 304 ,53.0,0
Spain,2018,Grains & Cereals,49939.0,56590.0,167.0," 1,326 ",61.0,1
India,2024,Meat & Seafood,49235.0,57328.0,151.0, 90 ,62.0,1
Turkey,2020,Beverages,34647.0,38812.0,56.0," 1,078 ",65.0,1
Turkey,2020,Frozen Food,3120.0,2799.0,142.0, 682 ,32.0,0
South Africa,2021,Fruits & Vegetables,8621.0,9974.0,176.0, 566 ,41.0,0
UK,2019,Grains & Cereals,35390.0,30453.0,26.0," 1,103 ",65.0,1
Spain,2023,Bakery Items,3663.0,4006.0,179.0, 799 ,61.0,0
Spain,2022,Fruits & Vegetables,43162.0,46160.0,120.0, 650 ,66.0,1
Canada,2019,Grains & Cereals,45279.0,46203.0,112.0," 1,046 ",68.0,1
Mexico,2018,Fruits & Vegetables,19393.0,19074.0,177.0," 1,361 ",48.0,0
Germany,2019,Prepared Food,29114.0,32479.0,49.0," 1,159 ",44.0,1
Japan,2021,Grains & Cereals,17637.0,19452.0,179.0, 480 ,41.0,0
China,2024,Grains & Cereals,8868.0,9641.0,108.0, 669 ,54.0,0
Saudi Arabia,2021,Frozen Food,46198.0,52243.0,144.0, 281 ,37.0,1
Turkey,2018,Beverages,48402.0,51345.0,119.0, 321 ,67.0,1
India,2019,Meat & Seafood,12301.0,12598.0,161.0," 1,068 ",41.0,0
Australia,2022,Beverages,4103.0,3481.0,162.0, 724 ,41.0,0
Saudi Arabia,2024,Frozen Food,33168.0,39428.0,160.0, 749 ,46.0,1
China,2021,Prepared Food,10358.0,11323.0,73.0," 1,229 ",53.0,0
USA,2024,Bakery Items,14151.0,13192.0,188.0," 1,066 ",65.0,0
India,2021,Grains & Cereals,12409.0,12422.0,124.0, 760 ,49.0,0
China,2020,Dairy Products,12169.0,10111.0,143.0," 1,012 ",48.0,0
Australia,2022,Grains & Cereals,23469.0,26837.0,74.0," 1,235 ",42.0,0
South Africa,2021,Grains & Cereals,8380.0,8102.0,159.0," 1,318 ",40.0,0
Mexico,2021,Meat & Seafood,42430.0,43314.0,94.0, 540 ,55.0,1
Germany,2018,Fruits & Vegetables,22888.0,19728.0,198.0, 287 ,64.0,0
Japan,2021,Grains & Cereals,37536.0,35412.0,60.0, 92 ,52.0,1
Argentina,2024,Prepared Food,33975.0,38624.0,165.0, 124 ,33.0,1
South Korea,2020,Dairy Products,13374.0,13501.0,74.0, 728 ,41.0,0
France,2019,Dairy Products,47201.0,46392.0,22.0, 673 ,57.0,1
Spain,2022,Prepared Food,27453.0,32326.0,59.0, 636 ,69.0,1
Japan,2024,Bakery Items,35661.0,31712.0,169.0," 1,097 ",34.0,1
Italy,2018,Beverages,15419.0,16643.0,150.0, 132 ,42.0,0
Brazil,2018,Frozen Food,48424.0,55226.0,39.0, 473 ,41.0,1
China,2023,Beverages,23311.0,27805.0,111.0," 1,075 ",50.0,1
South Africa,2021,Fruits & Vegetables,22800.0,21345.0,62.0, 67 ,64.0,0
South Korea,2022,Frozen Food,34893.0,30087.0,163.0, 168 ,56.0,1
Turkey,2023,Beverages,26154.0,23605.0,98.0, 953 ,62.0,0
India,2018,Prepared Food,24710.0,21907.0,176.0, 233 ,30.0,0
Saudi Arabia,2024,Fruits & Vegetables,33001.0,27199.0,48.0, 968 ,64.0,1
Australia,2021,Frozen Food,32609.0,34514.0,50.0, 580 ,62.0,1
USA,2024,Bakery Items,28586.0,31170.0,83.0, 560 ,39.0,1
Argentina,2023,Grains & Cereals,25284.0,27770.0,164.0, 174 ,47.0,1
Australia,2023,Prepared Food,15560.0,17229.0,34.0, 136 ,62.0,0
Australia,2020,Meat & Seafood,26050.0,30059.0,100.0, 335 ,56.0,1
South Africa,2022,Frozen Food,6242.0,6551.0,152.0, 155 ,63.0,0
UK,2022,Prepared Food,14507.0,15752.0,104.0, 815 ,53.0,0
USA,2020,Fruits & Vegetables,49941.0,58119.0,69.0," 1,375 ",32.0,1
Brazil,2018,Meat & Seafood,42941.0,35291.0,62.0, 174 ,64.0,1
Saudi Arabia,2024,Prepared Food,27017.0,29963.0,129.0, 445 ,56.0,1
Argentina,2019,Prepared Food,45454.0,46874.0,50.0, 946 ,37.0,1
Germany,2024,Meat & Seafood,10328.0,9681.0,114.0, 114 ,50.0,0
India,2019,Grains & Cereals,2768.0,2469.0,39.0, 98 ,37.0,0
South Korea,2022,Fruits & Vegetables,37035.0,31161.0,112.0, 152 ,68.0,1
Mexico,2018,Prepared Food,44971.0,42042.0,86.0, 457 ,37.0,1
Japan,2020,Beverages,45854.0,40974.0,150.0, 52 ,68.0,1
Brazil,2019,Dairy Products,25298.0,23278.0,30.0," 1,296 ",63.0,0
South Korea,2023,Meat & Seafood,1382.0,1216.0,184.0," 1,064 ",42.0,0
Australia,2021,Beverages,2967.0,2890.0,144.0, 110 ,44.0,0
Japan,2023,Bakery Items,31658.0,25908.0,182.0, 466 ,69.0,1
Australia,2021,Beverages,18521.0,19977.0,176.0, 78 ,62.0,0
Mexico,2018,Frozen Food,44857.0,39973.0,83.0, 689 ,38.0,1
Spain,2022,Bakery Items,12957.0,13583.0,27.0," 1,016 ",50.0,0
India,2021,Dairy Products,10419.0,10759.0,57.0, 477 ,31.0,0
India,2023,Bakery Items,32311.0,26851.0,22.0, 245 ,53.0,1
Brazil,2018,Beverages,17952.0,14805.0,144.0," 1,236 ",32.0,0
Turkey,2022,Beverages,39229.0,42713.0,165.0," 1,094 ",45.0,1
Australia,2019,Fruits & Vegetables,15842.0,17710.0,101.0," 1,128 ",36.0,0
USA,2020,Meat & Seafood,40535.0,47744.0,30.0, 481 ,61.0,1
China,2024,Frozen Food,36042.0,41442.0,173.0, 309 ,58.0,1
Italy,2024,Meat & Seafood,34178.0,27478.0,105.0, 994 ,34.0,1
Australia,2020,Fruits & Vegetables,3722.0,3311.0,76.0, 830 ,52.0,0
USA,2023,Dairy Products,44920.0,36016.0,58.0, 321 ,33.0,1
USA,2018,Grains & Cereals,42505.0,35454.0,49.0, 229 ,31.0,1
USA,2021,Bakery Items,33520.0,36565.0,109.0, 56 ,62.0,1
Turkey,2024,Prepared Food,34202.0,39120.0,24.0, 889 ,32.0,1
Australia,2019,Meat & Seafood,31222.0,32290.0,23.0," 1,301 ",46.0,1
