Country,Year,Food Types, Total Waste in Tons , Food Economic Loss (Million $) , Avg Waste per Capita (Kg) , Country Population (Million) (Not Accurate) , Household Waste (%) 
Italy,2020,Prepared Food," 22,334 "," 23,183 ", 104 , 489 , 42 
USA,2020,Dairy Products," 20,517 "," 22,108 ", 72 , 855 , 51 
Japan,2019,Prepared Food," 49,948 "," 50,638 ", 108 ," 1,220 ", 63 
Indonesia,2019,Fruits & Vegetables," 20,320 "," 16,767 ", 44 , 240 , 54 
Germany,2022,Prepared Food," 5,379 "," 6,107 ", 49 ," 1,088 ", 46 
India,2018,Beverages," 41,580 "," 41,344 ", 76 ," 1,068 ", 54 
South Korea,2018,Beverages," 30,245 "," 35,752 ", 94 , 797 , 32 
Australia,2021,Grains & Cereals," 38,968 "," 31,654 ", 99 , 847 , 51 
Indonesia,2022,Meat & Seafood," 47,786 "," 54,367 ", 193 , 46 , 68 
Italy,2024,Bakery Items," 17,376 "," 17,601 ", 92 ," 1,324 ", 37 
South Korea,2022,Frozen Food," 44,157 "," 43,403 ", 35 , 236 , 43 
Argentina,2022,Grains & Cereals," 23,399 "," 21,432 ", 151 , 781 , 60 
Italy,2023,Prepared Food," 33,814 "," 37,519 ", 183 , 283 , 41 
Argentina,2020,Meat & Seafood," 19,641 "," 21,900 ", 84 ," 1,268 ", 52 
China,2021,Prepared Food," 28,555 "," 28,238 ", 192 , 677 , 60 
Turkey,2022,Grains & Cereals," 29,640 "," 24,538 ", 52 ," 1,038 ", 44 
UK,2021,Fruits & Vegetables," 14,631 "," 17,408 ", 62 ," 1,308 ", 59 
Canada,2018,Meat & Seafood," 44,804 "," 36,580 ", 196 , 265 , 36 
Saudi Arabia,2022,Meat & Seafood," 5,153 "," 5,205 ", 111 ," 1,056 ", 36 
Saudi Arabia,2019,Prepared Food," 15,340 "," 13,305 ", 126 , 945 , 62 
USA,2018,Grains & Cereals," 43,798 "," 37,179 ", 197 , 646 , 60 
Australia,2018,Beverages," 15,809 "," 16,731 ", 130 , 91 , 63 
UK,2018,Prepared Food," 28,646 "," 24,792 ", 57 ," 1,319 ", 46 
Italy,2021,Beverages," 17,499 "," 15,495 ", 62 , 978 , 43 
UK,2024,Grains & Cereals," 5,528 "," 6,587 ", 33 ," 1,194 ", 62 
Germany,2018,Prepared Food," 36,309 "," 35,569 ", 42 ," 1,368 ", 51 
France,2018,Beverages," 20,556 "," 20,002 ", 87 , 447 , 38 
Italy,2020,Beverages," 25,833 "," 23,028 ", 55 ," 1,049 ", 38 
Indonesia,2019,Frozen Food," 37,880 "," 37,428 ", 189 ," 1,323 ", 67 
Mexico,2023,Frozen Food," 32,920 "," 39,313 ", 124 , 380 , 52 
China,2024,Prepared Food," 30,619 "," 34,282 ", 22 ," 1,016 ", 43 
Russia,2023,Grains & Cereals," 9,845 "," 9,764 ", 59 , 876 , 46 
India,2018,Dairy Products, 579 , 645 , 192 , 277 , 52 
Indonesia,2024,Fruits & Vegetables," 32,845 "," 35,654 ", 114 , 763 , 65 
Spain,2021,Dairy Products," 30,246 "," 33,556 ", 102 , 303 , 52 
Brazil,2021,Meat & Seafood," 33,939 "," 34,885 ", 62 , 685 , 49 
USA,2018,Bakery Items," 25,862 "," 24,105 ", 68 , 777 , 68 
Mexico,2021,Grains & Cereals," 47,837 "," 38,345 ", 23 , 974 , 58 
South Korea,2020,Fruits & Vegetables," 3,657 "," 3,674 ", 25 , 698 , 48 
Italy,2019,Dairy Products," 10,879 "," 11,397 ", 127 , 982 , 37 
Indonesia,2023,Fruits & Vegetables," 1,519 "," 1,442 ", 54 , 430 , 49 
Indonesia,2020,Beverages," 35,577 "," 38,585 ", 120 , 427 , 49 
Spain,2020,Prepared Food," 8,675 "," 9,671 ", 177 ," 1,253 ", 50 
South Africa,2024,Bakery Items," 40,132 "," 40,786 ", 79 ," 1,386 ", 58 
Canada,2023,Prepared Food," 15,800 "," 15,339 ", 87 , 887 , 35 
Japan,2018,Bakery Items," 40,615 "," 36,729 ", 149 ," 1,045 ", 66 
South Africa,2018,Bakery Items," 33,555 "," 30,227 ", 126 ," 1,003 ", 58 
Italy,2021,Prepared Food," 39,581 "," 35,473 ", 157 , 180 , 64 
Brazil,2020,Frozen Food," 24,164 "," 21,676 ", 136 , 708 , 31 
South Africa,2023,Grains & Cereals," 20,766 "," 22,910 ", 34 , 974 , 40 
South Africa,2023,Grains & Cereals," 22,756 "," 19,734 ", 140 , 965 , 35 
Australia,2019,Meat & Seafood," 2,500 "," 2,890 ", 70 ," 1,074 ", 36 
Germany,2018,Bakery Items," 28,693 "," 26,756 ", 150 , 475 , 65 
Italy,2022,Meat & Seafood," 12,120 "," 12,122 ", 77 , 133 , 34 
Australia,2018,Prepared Food," 35,063 "," 29,702 ", 60 , 822 , 67 
Spain,2020,Prepared Food," 17,577 "," 16,452 ", 99 ," 1,206 ", 66 
France,2021,Dairy Products," 42,884 "," 43,639 ", 182 ," 1,361 ", 58 
Germany,2022,Grains & Cereals," 32,734 "," 37,934 ", 31 , 350 , 44 
Brazil,2019,Fruits & Vegetables," 23,936 "," 24,759 ", 199 ," 1,225 ", 61 
Argentina,2021,Fruits & Vegetables," 30,420 "," 29,458 ", 116 , 984 , 60 
Russia,2018,Bakery Items," 15,652 "," 14,004 ", 63 , 864 , 55 
UK,2023,Grains & Cereals," 5,718 "," 5,417 ", 84 ," 1,335 ", 70 
Australia,2024,Frozen Food," 26,748 "," 27,087 ", 67 , 599 , 47 
Argentina,2019,Dairy Products," 11,932 "," 12,004 ", 180 , 233 , 59 
South Korea,2023,Beverages," 37,904 "," 42,959 ", 162 , 158 , 69 
Indonesia,2023,Grains & Cereals," 33,312 "," 35,144 ", 96 ," 1,035 ", 41 
South Korea,2020,Grains & Cereals," 15,713 "," 14,496 ", 135 , 773 , 69 
China,2021,Meat & Seafood," 3,249 "," 3,508 ", 55 , 333 , 36 
Germany,2023,Prepared Food," 35,052 "," 30,279 ", 117 , 37 , 34 
Japan,2021,Beverages," 40,112 "," 40,024 ", 56 ," 1,152 ", 54 
South Korea,2021,Fruits & Vegetables," 3,296 "," 3,664 ", 42 , 806 , 59 
South Africa,2019,Grains & Cereals," 12,944 "," 14,989 ", 41 , 647 , 34 
India,2018,Bakery Items," 44,915 "," 39,770 ", 44 , 816 , 50 
South Africa,2024,Grains & Cereals," 1,108 "," 1,306 ", 120 , 282 , 54 
China,2021,Fruits & Vegetables," 17,159 "," 16,539 ", 131 ," 1,049 ", 54 
Turkey,2020,Grains & Cereals," 7,645 "," 6,542 ", 97 , 304 , 53 
Spain,2018,Grains & Cereals," 49,939 "," 56,590 ", 167 ," 1,326 ", 61 
India,2024,Meat & Seafood," 49,235 "," 57,328 ", 151 , 90 , 62 
Turkey,2020,Beverages," 34,647 "," 38,812 ", 56 ," 1,078 ", 65 
Turkey,2020,Frozen Food," 3,120 "," 2,799 ", 142 , 682 , 32 
South Africa,2021,Fruits & Vegetables," 8,621 "," 9,974 ", 176 , 566 , 41 
UK,2019,Grains & Cereals," 35,390 "," 30,453 ", 26 ," 1,103 ", 65 
Spain,2023,Bakery Items," 3,663 "," 4,006 ", 179 , 799 , 61 
Spain,2022,Fruits & Vegetables," 43,162 "," 46,160 ", 120 , 650 , 66 
Canada,2019,Grains & Cereals," 45,279 "," 46,203 ", 112 ," 1,046 ", 68 
Mexico,2018,Fruits & Vegetables," 19,393 "," 19,074 ", 177 ," 1,361 ", 48 
Germany,2019,Prepared Food," 29,114 "," 32,479 ", 49 ," 1,159 ", 44 
Japan,2021,Grains & Cereals," 17,637 "," 19,452 ", 179 , 480 , 41 
China,2024,Grains & Cereals," 8,868 "," 9,641 ", 108 , 669 , 54 
Saudi Arabia,2021,Frozen Food," 46,198 "," 52,243 ", 144 , 281 , 37 
Turkey,2018,Beverages," 48,402 "," 51,345 ", 119 , 321 , 67 
India,2019,Meat & Seafood," 12,301 "," 12,598 ", 161 ," 1,068 ", 41 
Australia,2022,Beverages," 4,103 "," 3,481 ", 162 , 724 , 41 
Saudi Arabia,2024,Frozen Food," 33,168 "," 39,428 ", 160 , 749 , 46 
China,2021,Prepared Food," 10,358 "," 11,323 ", 73 ," 1,229 ", 53 
USA,2024,Bakery Items," 14,151 "," 13,192 ", 188 ," 1,066 ", 65 
India,2021,Grains & Cereals," 12,409 "," 12,422 ", 124 , 760 , 49 
China,2020,Dairy Products," 12,169 "," 10,111 ", 143 ," 1,012 ", 48 
Australia,2022,Grains & Cereals," 23,469 "," 26,837 ", 74 ," 1,235 ", 42 
South Africa,2021,Grains & Cereals," 8,380 "," 8,102 ", 159 ," 1,318 ", 40 
Mexico,2021,Meat & Seafood," 42,430 "," 43,314 ", 94 , 540 , 55 
Germany,2018,Fruits & Vegetables," 22,888 "," 19,728 ", 198 , 287 , 64 
Japan,2021,Grains & Cereals," 37,536 "," 35,412 ", 60 , 92 , 52 
Argentina,2024,Prepared Food," 33,975 "," 38,624 ", 165 , 124 , 33 
South Korea,2020,Dairy Products," 13,374 "," 13,501 ", 74 , 728 , 41 
France,2019,Dairy Products," 47,201 "," 46,392 ", 22 , 673 , 57 
Spain,2022,Prepared Food," 27,453 "," 32,326 ", 59 , 636 , 69 
Japan,2024,Bakery Items," 35,661 "," 31,712 ", 169 ," 1,097 ", 34 
Italy,2018,Beverages," 15,419 "," 16,643 ", 150 , 132 , 42 
Brazil,2018,Frozen Food," 48,424 "," 55,226 ", 39 , 473 , 41 
China,2023,Beverages," 23,311 "," 27,805 ", 111 ," 1,075 ", 50 
South Africa,2021,Fruits & Vegetables," 22,800 "," 21,345 ", 62 , 67 , 64 
South Korea,2022,Frozen Food," 34,893 "," 30,087 ", 163 , 168 , 56 
Turkey,2023,Beverages," 26,154 "," 23,605 ", 98 , 953 , 62 
India,2018,Prepared Food," 24,710 "," 21,907 ", 176 , 233 , 30 
Saudi Arabia,2024,Fruits & Vegetables," 33,001 "," 27,199 ", 48 , 968 , 64 
Australia,2021,Frozen Food," 32,609 "," 34,514 ", 50 , 580 , 62 
USA,2024,Bakery Items," 28,586 "," 31,170 ", 83 , 560 , 39 
Argentina,2023,Grains & Cereals," 25,284 "," 27,770 ", 164 , 174 , 47 
Australia,2023,Prepared Food," 15,560 "," 17,229 ", 34 , 136 , 62 
Australia,2020,Meat & Seafood," 26,050 "," 30,059 ", 100 , 335 , 56 
South Africa,2022,Frozen Food," 6,242 "," 6,551 ", 152 , 155 , 63 
UK,2022,Prepared Food," 14,507 "," 15,752 ", 104 , 815 , 53 
USA,2020,Fruits & Vegetables," 49,941 "," 58,119 ", 69 ," 1,375 ", 32 
Brazil,2018,Meat & Seafood," 42,941 "," 35,291 ", 62 , 174 , 64 
Saudi Arabia,2024,Prepared Food," 27,017 "," 29,963 ", 129 , 445 , 56 
Argentina,2019,Prepared Food," 45,454 "," 46,874 ", 50 , 946 , 37 
Germany,2024,Meat & Seafood," 10,328 "," 9,681 ", 114 , 114 , 50 
India,2019,Grains & Cereals," 2,768 "," 2,469 ", 39 , 98 , 37 
South Korea,2022,Fruits & Vegetables," 37,035 "," 31,161 ", 112 , 152 , 68 
Mexico,2018,Prepared Food," 44,971 "," 42,042 ", 86 , 457 , 37 
Japan,2020,Beverages," 45,854 "," 40,974 ", 150 , 52 , 68 
Brazil,2019,Dairy Products," 25,298 "," 23,278 ", 30 ," 1,296 ", 63 
South Korea,2023,Meat & Seafood," 1,382 "," 1,216 ", 184 ," 1,064 ", 42 
Australia,2021,Beverages," 2,967 "," 2,890 ", 144 , 110 , 44 
Japan,2023,Bakery Items," 31,658 "," 25,908 ", 182 , 466 , 69 
Australia,2021,Beverages," 18,521 "," 19,977 ", 176 , 78 , 62 
Mexico,2018,Frozen Food," 44,857 "," 39,973 ", 83 , 689 , 38 
Spain,2022,Bakery Items," 12,957 "," 13,583 ", 27 ," 1,016 ", 50 
India,2021,Dairy Products," 10,419 "," 10,759 ", 57 , 477 , 31 
India,2023,Bakery Items," 32,311 "," 26,851 ", 22 , 245 , 53 
Brazil,2018,Beverages," 17,952 "," 14,805 ", 144 ," 1,236 ", 32 
Turkey,2022,Beverages," 39,229 "," 42,713 ", 165 ," 1,094 ", 45 
Australia,2019,Fruits & Vegetables," 15,842 "," 17,710 ", 101 ," 1,128 ", 36 
USA,2020,Meat & Seafood," 40,535 "," 47,744 ", 30 , 481 , 61 
China,2024,Frozen Food," 36,042 "," 41,442 ", 173 , 309 , 58 
Italy,2024,Meat & Seafood," 34,178 "," 27,478 ", 105 , 994 , 34 
Australia,2020,Fruits & Vegetables," 3,722 "," 3,311 ", 76 , 830 , 52 
USA,2023,Dairy Products," 44,920 "," 36,016 ", 58 , 321 , 33 
USA,2018,Grains & Cereals," 42,505 "," 35,454 ", 49 , 229 , 31 
USA,2021,Bakery Items," 33,520 "," 36,565 ", 109 , 56 , 62 
Turkey,2024,Prepared Food," 34,202 "," 39,120 ", 24 , 889 , 32 
Australia,2019,Meat & Seafood," 31,222 "," 32,290 ", 23 ," 1,301 ", 46 
Turkey,2018,Frozen Food," 30,292 "," 35,777 ", 113 ," 1,210 ", 65 
Mexico,2018,Grains & Cereals," 11,796 "," 13,723 ", 53 ," 1,266 ", 54 
France,2020,Beverages," 27,580 "," 32,251 ", 131 ," 1,035 ", 42 
Canada,2020,Grains & Cereals," 19,800 "," 22,213 ", 50 , 41 , 52 
India,2019,Frozen Food," 42,079 "," 44,758 ", 102 , 208 , 59 
India,2020,Dairy Products," 15,488 "," 16,641 ", 182 , 364 , 48 
Japan,2019,Prepared Food," 1,839 "," 2,180 ", 88 , 380 , 62 
Indonesia,2023,Bakery Items," 1,712 "," 2,031 ", 101 , 879 , 55 
Turkey,2023,Beverages," 47,671 "," 44,285 ", 34 , 334 , 39 
France,2024,Beverages," 7,968 "," 9,054 ", 78 ," 1,090 ", 55 
China,2023,Grains & Cereals," 41,850 "," 43,474 ", 66 , 217 , 42 
South Korea,2022,Dairy Products," 19,721 "," 22,542 ", 162 , 328 , 35 
Canada,2022,Dairy Products," 31,653 "," 35,258 ", 136 , 99 , 47 
Australia,2024,Prepared Food," 37,435 "," 42,100 ", 42 , 621 , 37 
Germany,2020,Fruits & Vegetables," 15,888 "," 15,136 ", 163 , 787 , 64 
UK,2020,Frozen Food," 19,199 "," 19,714 ", 79 ," 1,314 ", 40 
USA,2019,Prepared Food," 31,340 "," 25,846 ", 92 , 934 , 37 
South Africa,2024,Meat & Seafood," 13,361 "," 12,970 ", 27 , 610 , 32 
Brazil,2020,Meat & Seafood," 26,269 "," 29,250 ", 23 ," 1,047 ", 51 
Spain,2021,Bakery Items," 19,137 "," 19,597 ", 99 , 927 , 53 
China,2023,Bakery Items, 843 , 948 , 124 ," 1,097 ", 33 
Italy,2018,Beverages," 14,796 "," 15,200 ", 52 , 335 , 39 
UK,2024,Dairy Products," 38,172 "," 38,081 ", 140 , 341 , 42 
Japan,2018,Meat & Seafood," 35,651 "," 42,059 ", 107 ," 1,138 ", 34 
Turkey,2021,Fruits & Vegetables," 8,387 "," 7,125 ", 48 , 417 , 57 
Italy,2024,Frozen Food," 43,166 "," 42,762 ", 90 , 722 , 45 
Australia,2020,Dairy Products," 25,602 "," 22,354 ", 118 , 750 , 64 
Mexico,2022,Frozen Food," 40,757 "," 39,501 ", 123 , 669 , 62 
Germany,2023,Dairy Products," 12,296 "," 12,498 ", 159 ," 1,211 ", 69 
Mexico,2024,Grains & Cereals," 32,746 "," 29,930 ", 113 , 222 , 38 
Turkey,2024,Meat & Seafood," 45,030 "," 41,197 ", 93 ," 1,119 ", 57 
Japan,2022,Fruits & Vegetables," 16,374 "," 14,441 ", 118 ," 1,242 ", 32 
Japan,2021,Prepared Food," 9,209 "," 10,673 ", 130 , 494 , 60 
Italy,2023,Grains & Cereals," 49,737 "," 57,141 ", 49 , 291 , 63 
UK,2024,Prepared Food," 44,234 "," 48,960 ", 41 , 455 , 54 
Turkey,2022,Bakery Items," 6,264 "," 7,038 ", 183 ," 1,030 ", 69 
Turkey,2022,Prepared Food," 46,071 "," 46,685 ", 58 , 675 , 43 
Italy,2019,Meat & Seafood," 4,239 "," 4,890 ", 165 , 240 , 57 
Saudi Arabia,2021,Dairy Products," 27,690 "," 32,462 ", 94 ," 1,210 ", 67 
Germany,2020,Bakery Items," 43,866 "," 38,226 ", 86 , 273 , 54 
Japan,2023,Prepared Food," 29,950 "," 29,372 ", 80 ," 1,337 ", 33 
India,2018,Beverages," 47,813 "," 56,261 ", 86 , 720 , 46 
Canada,2019,Prepared Food," 15,619 "," 17,115 ", 189 , 708 , 42 
Mexico,2022,Bakery Items," 6,359 "," 6,242 ", 86 , 220 , 47 
Germany,2019,Fruits & Vegetables," 45,407 "," 41,092 ", 122 ," 1,286 ", 61 
France,2022,Prepared Food," 29,886 "," 28,705 ", 187 , 411 , 39 
Japan,2019,Beverages," 45,475 "," 47,404 ", 172 , 326 , 35 
France,2022,Bakery Items," 31,198 "," 28,485 ", 175 , 446 , 57 
USA,2022,Bakery Items," 48,137 "," 43,591 ", 199 , 766 , 69 
India,2022,Fruits & Vegetables," 42,863 "," 45,930 ", 116 , 144 , 32 
Russia,2021,Dairy Products," 46,418 "," 37,256 ", 139 , 381 , 35 
South Korea,2019,Frozen Food," 32,617 "," 35,819 ", 105 , 40 , 40 
Australia,2023,Bakery Items," 13,151 "," 12,030 ", 193 , 683 , 51 
Indonesia,2021,Prepared Food," 8,407 "," 9,736 ", 45 ," 1,090 ", 43 
Canada,2023,Grains & Cereals," 48,794 "," 49,727 ", 83 , 558 , 39 
Italy,2020,Meat & Seafood," 24,587 "," 22,971 ", 154 , 931 , 36 
Spain,2021,Grains & Cereals," 36,998 "," 32,086 ", 133 , 328 , 67 
UK,2020,Beverages," 32,873 "," 33,542 ", 68 , 577 , 42 
Japan,2018,Prepared Food," 46,211 "," 50,732 ", 35 , 272 , 68 
Canada,2021,Beverages," 32,320 "," 26,372 ", 151 ," 1,200 ", 42 
Turkey,2019,Frozen Food," 42,722 "," 50,891 ", 88 ," 1,246 ", 31 
Indonesia,2020,Dairy Products," 29,330 "," 33,250 ", 67 ," 1,316 ", 53 
South Korea,2018,Frozen Food," 1,005 "," 1,074 ", 114 , 137 , 66 
Russia,2023,Bakery Items," 42,579 "," 47,128 ", 111 , 344 , 31 
Italy,2019,Dairy Products," 2,334 "," 2,756 ", 87 , 488 , 49 
Brazil,2022,Meat & Seafood," 6,583 "," 7,133 ", 53 ," 1,239 ", 68 
South Africa,2023,Prepared Food," 32,125 "," 30,189 ", 27 ," 1,276 ", 62 
Japan,2022,Bakery Items," 9,672 "," 11,580 ", 139 , 900 , 62 
Japan,2020,Frozen Food," 3,055 "," 2,893 ", 172 , 92 , 42 
Argentina,2018,Meat & Seafood," 37,577 "," 40,348 ", 198 , 662 , 48 
Germany,2023,Frozen Food," 40,809 "," 36,086 ", 53 , 834 , 53 
Mexico,2024,Prepared Food," 47,536 "," 46,886 ", 84 , 376 , 58 
Canada,2021,Frozen Food," 3,918 "," 3,912 ", 198 ," 1,017 ", 55 
Canada,2021,Prepared Food," 43,527 "," 49,663 ", 66 , 682 , 46 
Australia,2021,Frozen Food," 7,947 "," 8,273 ", 163 , 587 , 66 
Australia,2022,Frozen Food," 49,145 "," 52,483 ", 198 , 431 , 48 
France,2019,Meat & Seafood," 23,748 "," 28,401 ", 96 ," 1,197 ", 55 
Italy,2021,Fruits & Vegetables," 34,048 "," 32,944 ", 125 , 653 , 54 
China,2024,Meat & Seafood," 12,728 "," 12,116 ", 55 , 760 , 39 
Russia,2022,Fruits & Vegetables," 15,264 "," 14,975 ", 88 , 111 , 61 
China,2019,Fruits & Vegetables," 25,981 "," 26,860 ", 97 ," 1,285 ", 51 
Turkey,2023,Fruits & Vegetables," 23,351 "," 19,224 ", 94 , 771 , 46 
Germany,2019,Frozen Food," 25,608 "," 29,545 ", 198 ," 1,391 ", 37 
Argentina,2024,Dairy Products," 31,029 "," 29,167 ", 146 , 184 , 45 
Germany,2019,Meat & Seafood," 35,662 "," 39,208 ", 147 , 789 , 44 
China,2024,Beverages," 43,886 "," 39,206 ", 52 ," 1,135 ", 32 
UK,2019,Grains & Cereals," 3,526 "," 2,933 ", 35 ," 1,209 ", 35 
Spain,2021,Grains & Cereals," 31,664 "," 37,376 ", 134 , 113 , 60 
Saudi Arabia,2023,Frozen Food," 13,449 "," 11,775 ", 99 , 250 , 68 
Australia,2019,Dairy Products," 43,769 "," 41,760 ", 84 , 608 , 31 
Italy,2022,Prepared Food," 46,237 "," 45,419 ", 117 , 304 , 36 
UK,2023,Prepared Food," 40,338 "," 32,405 ", 42 , 153 , 69 
Germany,2023,Beverages," 10,440 "," 9,644 ", 84 ," 1,144 ", 50 
Canada,2024,Grains & Cereals," 39,155 "," 32,635 ", 152 , 611 , 38 
Turkey,2021,Beverages," 30,834 "," 26,750 ", 87 , 161 , 34 
Argentina,2021,Frozen Food," 6,285 "," 6,862 ", 176 , 863 , 45 
India,2018,Meat & Seafood," 1,574 "," 1,576 ", 34 , 11 , 70 
China,2018,Grains & Cereals," 47,358 "," 55,900 ", 39 , 847 , 70 
South Africa,2018,Meat & Seafood," 32,407 "," 32,328 ", 92 , 178 , 38 
Japan,2020,Dairy Products," 9,052 "," 7,530 ", 123 , 229 , 44 
France,2024,Dairy Products," 45,066 "," 49,348 ", 146 ," 1,299 ", 47 
USA,2020,Dairy Products," 47,082 "," 45,557 ", 137 , 289 , 39 
South Korea,2023,Bakery Items," 7,354 "," 6,107 ", 166 , 124 , 33 
Saudi Arabia,2021,Bakery Items," 45,408 "," 51,287 ", 95 , 437 , 53 
UK,2018,Grains & Cereals," 39,430 "," 37,256 ", 26 , 584 , 61 
Germany,2020,Dairy Products," 32,712 "," 30,451 ", 141 , 360 , 63 
China,2023,Frozen Food," 31,399 "," 35,945 ", 29 , 627 , 36 
China,2020,Beverages," 8,368 "," 8,949 ", 169 ," 1,388 ", 63 
Spain,2022,Fruits & Vegetables," 15,004 "," 13,429 ", 70 ," 1,150 ", 70 
Saudi Arabia,2019,Dairy Products," 49,131 "," 49,173 ", 151 , 148 , 48 
Indonesia,2022,Fruits & Vegetables," 4,893 "," 5,053 ", 28 , 981 , 52 
South Korea,2021,Fruits & Vegetables," 30,765 "," 28,672 ", 48 ," 1,128 ", 61 
Italy,2022,Grains & Cereals, 518 , 577 , 61 , 246 , 36 
Spain,2018,Meat & Seafood," 19,970 "," 22,580 ", 65 ," 1,240 ", 34 
South Africa,2024,Bakery Items," 33,520 "," 36,758 ", 162 , 276 , 56 
France,2020,Beverages," 46,643 "," 49,786 ", 34 ," 1,311 ", 48 
Indonesia,2024,Dairy Products," 26,015 "," 22,046 ", 140 , 31 , 65 
South Africa,2021,Bakery Items," 3,799 "," 3,100 ", 157 ," 1,338 ", 32 
Spain,2018,Fruits & Vegetables," 14,126 "," 16,894 ", 175 , 876 , 50 
South Korea,2018,Meat & Seafood," 45,602 "," 40,879 ", 150 , 952 , 52 
Japan,2021,Bakery Items," 41,470 "," 45,019 ", 106 , 873 , 63 
Australia,2022,Frozen Food," 27,744 "," 25,956 ", 92 , 164 , 34 
USA,2023,Dairy Products," 38,649 "," 31,579 ", 56 , 814 , 61 
Australia,2021,Grains & Cereals," 36,480 "," 40,488 ", 168 , 146 , 58 
Germany,2018,Beverages," 17,395 "," 18,757 ", 155 , 359 , 41 
India,2019,Prepared Food," 30,287 "," 28,878 ", 54 , 596 , 49 
Spain,2022,Fruits & Vegetables," 26,025 "," 26,034 ", 75 , 256 , 54 
UK,2018,Frozen Food," 23,049 "," 27,491 ", 143 ," 1,007 ", 37 
Russia,2023,Prepared Food," 19,438 "," 22,652 ", 87 , 865 , 37 
South Korea,2019,Prepared Food," 40,108 "," 32,977 ", 96 , 40 , 31 
Turkey,2022,Frozen Food," 19,156 "," 17,070 ", 34 , 13 , 54 
Canada,2024,Grains & Cereals," 21,005 "," 16,927 ", 109 , 840 , 40 
India,2023,Dairy Products," 47,036 "," 52,552 ", 44 , 188 , 46 
South Africa,2019,Beverages," 17,002 "," 18,243 ", 151 , 113 , 49 
Australia,2024,Grains & Cereals," 30,732 "," 35,981 ", 186 , 987 , 42 
South Korea,2020,Bakery Items," 13,500 "," 13,594 ", 136 , 778 , 31 
Spain,2024,Dairy Products," 14,593 "," 14,443 ", 76 , 753 , 56 
Brazil,2024,Dairy Products," 28,942 "," 26,739 ", 47 , 879 , 55 
USA,2023,Frozen Food," 8,312 "," 7,443 ", 107 , 930 , 48 
Spain,2020,Prepared Food," 16,771 "," 14,493 ", 131 , 381 , 47 
Saudi Arabia,2018,Prepared Food," 46,680 "," 40,190 ", 28 , 24 , 67 
Brazil,2018,Prepared Food," 18,249 "," 16,599 ", 152 , 418 , 49 
India,2024,Fruits & Vegetables," 12,090 "," 10,282 ", 193 ," 1,289 ", 69 
Turkey,2021,Meat & Seafood," 47,228 "," 40,159 ", 28 , 909 , 47 
Mexico,2021,Beverages," 21,467 "," 20,122 ", 128 ," 1,146 ", 65 
Argentina,2018,Meat & Seafood," 26,570 "," 27,208 ", 102 , 292 , 31 
France,2021,Bakery Items," 37,430 "," 39,656 ", 55 , 385 , 46 
Indonesia,2024,Beverages," 41,579 "," 37,299 ", 136 , 901 , 58 
South Korea,2020,Grains & Cereals," 45,191 "," 45,957 ", 57 ," 1,271 ", 47 
Turkey,2022,Grains & Cereals," 34,892 "," 31,559 ", 141 , 435 , 52 
Canada,2018,Frozen Food," 26,036 "," 24,115 ", 39 ," 1,082 ", 39 
Spain,2019,Grains & Cereals," 12,017 "," 10,629 ", 111 , 331 , 35 
USA,2022,Grains & Cereals," 5,391 "," 6,069 ", 138 , 123 , 69 
Saudi Arabia,2018,Dairy Products," 27,923 "," 29,010 ", 112 ," 1,186 ", 37 
Brazil,2020,Beverages," 38,839 "," 32,123 ", 137 ," 1,161 ", 46 
Russia,2018,Frozen Food," 21,937 "," 23,241 ", 88 , 832 , 58 
Argentina,2019,Frozen Food," 4,023 "," 3,768 ", 111 ," 1,141 ", 66 
Brazil,2019,Grains & Cereals," 39,725 "," 34,944 ", 83 , 78 , 36 
Canada,2018,Prepared Food," 26,123 "," 29,786 ", 96 ," 1,077 ", 53 
Germany,2020,Grains & Cereals," 48,971 "," 41,490 ", 74 , 27 , 60 
Turkey,2024,Fruits & Vegetables," 36,284 "," 41,217 ", 56 , 729 , 63 
USA,2024,Meat & Seafood," 15,071 "," 16,958 ", 146 , 255 , 49 
Brazil,2019,Dairy Products," 38,346 "," 44,353 ", 102 ," 1,020 ", 61 
Russia,2023,Bakery Items," 28,660 "," 33,470 ", 43 , 449 , 38 
Turkey,2023,Frozen Food," 22,854 "," 19,744 ", 118 ," 1,220 ", 48 
Russia,2024,Meat & Seafood," 42,576 "," 36,609 ", 122 , 232 , 49 
Germany,2020,Prepared Food," 8,656 "," 8,340 ", 63 , 844 , 51 
China,2020,Bakery Items," 37,736 "," 40,260 ", 197 , 810 , 45 
Germany,2024,Grains & Cereals," 9,932 "," 8,383 ", 120 , 908 , 44 
Saudi Arabia,2024,Fruits & Vegetables," 6,032 "," 6,151 ", 112 ," 1,332 ", 52 
Italy,2018,Beverages," 26,056 "," 24,414 ", 117 , 58 , 30 
USA,2018,Bakery Items," 14,604 "," 15,195 ", 36 , 339 , 55 
USA,2019,Meat & Seafood," 16,845 "," 17,224 ", 76 , 775 , 44 
South Korea,2023,Frozen Food," 39,731 "," 44,325 ", 163 , 62 , 47 
Germany,2018,Prepared Food," 20,967 "," 19,596 ", 193 , 415 , 52 
Spain,2019,Beverages," 29,516 "," 35,037 ", 56 , 156 , 35 
India,2023,Fruits & Vegetables," 20,208 "," 19,287 ", 182 ," 1,016 ", 48 
Japan,2020,Bakery Items," 26,406 "," 23,353 ", 102 , 387 , 38 
